ユニット名,"上位ユニット
完全名","ユニット
種別",位置情報,, サイズ ,,コメント,先行,"接続
種別","実行
エージェント","実行順序
制御","多重
起動","保存
世代数","優先
順位","上位のジョブネットに
依存する",有効範囲,"ジョブ
グループ名","排他
ジョブネット名","リンクする
ルール番号","開始
時刻","処理
サイクル",遅延監視,,起動条件,コマンド文
SLPRN_OSLP2852X01BU01,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_OSLP2852X01,j,1,2,,,file_monitor type_master,,,pajsm21,,,,,,,,,,,,,,,ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/wait-file.sh -f BIF/{year}{month}{day}/OSLP2852X01BU01/OSLP2852X01BU01_{year}{month}{day}-*.csv -t 3h
SLPRN_OSLP2852X01BU05,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_OSLP2852X01,j,3,2,,,file_monitor type_master,,,pajsm21,,,,,,,,,,,,,,,ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/wait-file.sh -f BIF/{year}{month}{day}/OSLP2852X01BU05/OSLP2852X01BU05_{year}{month}{day}-*.csv -t 5h
SLPRN_OSLP2852X01BU06,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_OSLP2852X01,j,11,2,,,file_monitor type_master,,,pajsm21,,,,,,,,,,,,,,,ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/wait-file.sh -f BIF/{year}{month}{day}/OSLP2852X01BU06/OSLP2852X01BU06_{year}{month}{day}-*.csv -t 5h
SLPRN_OSLP2852X01BU10,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_OSLP2852X01,j,13,2,,,file_monitor type_master,,,pajsm21,,,,,,,,,,,,,,,ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/wait-file.sh -f BIF/{year}{month}{day}/OSLP2852X01BU10/OSLP2852X01BU10_{year}{month}{day}-*.csv -t 5h
SLPRN_OSLP2852X01BU60,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_OSLP2852X01,j,7,2,,,file_monitor type_master,,,pajsm21,,,,,,,,,,,,,,,ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/wait-file.sh -f BIF/{year}{month}{day}/OSLP2852X01BU60/OSLP2852X01BU60_{year}{month}{day}-*.csv -t 4h
SLPRN_OSLP2852X01BU63,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_OSLP2852X01,j,5,2,,,file_monitor type_master,,,pajsm21,,,,,,,,,,,,,,,ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/wait-file.sh -f BIF/{year}{month}{day}/OSLP2852X01BU63/OSLP2852X01BU63_{year}{month}{day}-*.csv -t 4h
SLP01N_OSLP2855X01,/差分反映用_SLP/20250408/JP/SLP01N_00001,n,4,9,60,50,item_hierarchy,SLP01N_PARTION_ABOLISH,seq,pajsm21,しない,n,1,,y,,,,,,,,,,
SLPRN_080MSTI03141,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_OSLP2855X01,j,2,7,,,import_item_hierarchy_major_category_master,SLPRN_OSLP2855X01TZ32,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-item-hierarchy-major-category-master -e BATCH_PROCESS_TARGET=""32"" -e OUTBOUND_ID=OSLP2855X01TZ32TKY"
SLPRN_080MSTI03142,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_OSLP2855X01,j,9,7,,,import_item_hierarchy_major_category_master,SLPRN_OSLP2855X01TZ33,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-item-hierarchy-major-category-master -e OUTBOUND_ID=OSLP2855X01TZ33TKY -e BATCH_PROCESS_TARGET=""33"""
SLPRN_080MSTI03143,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_OSLP2855X01,j,15,7,,,import_item_hierarchy_major_category_master,SLPRN_OSLP2855X01TZ92,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-item-hierarchy-major-category-master -e OUTBOUND_ID=OSLP2855X01TZ92TKY -e BATCH_PROCESS_TARGET=""92"""
SLPRN_080MSTI031432,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_OSLP2855X01,j,21,7,,,import_item_hierarchy_major_category_master,SLPRN_OSLP2855X01TZ93,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-item-hierarchy-major-category-master -e OUTBOUND_ID=OSLP2855X01TZ93TKY -e BATCH_PROCESS_TARGET=""93"""
SLPRN_080MSTI03151,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_OSLP2855X01,j,4,7,,,import_item_hierarchy_class_master,SLPRN_OSLP2855X01TZ32,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-item-hierarchy-class-master -e OUTBOUND_ID=OSLP2855X01TZ32TKY -e BATCH_PROCESS_TARGET=""32"""
SLPRN_080MSTI03152,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_OSLP2855X01,j,11,7,,,import_item_hierarchy_class_master,SLPRN_OSLP2855X01TZ33,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-item-hierarchy-class-master -e OUTBOUND_ID=OSLP2855X01TZ33TKY -e BATCH_PROCESS_TARGET=""33"""
SLPRN_080MSTI03153,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_OSLP2855X01,j,17,7,,,import_item_hierarchy_class_master,SLPRN_OSLP2855X01TZ92,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-item-hierarchy-class-master -e OUTBOUND_ID=OSLP2855X01TZ92TKY -e BATCH_PROCESS_TARGET=""92"""
SLPRN_080MSTI031532,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_OSLP2855X01,j,23,7,,,import_item_hierarchy_class_master,SLPRN_OSLP2855X01TZ93,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-item-hierarchy-class-master -e OUTBOUND_ID=OSLP2855X01TZ93TKY -e BATCH_PROCESS_TARGET=""93"""
SLPRN_080MSTI03161,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_OSLP2855X01,j,6,7,,,import_item_hierarchy_middle_category_master,SLPRN_OSLP2855X01TZ32,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-item-hierarchy-middle-category-master -e OUTBOUND_ID=OSLP2855X01TZ32TKY -e BATCH_PROCESS_TARGET=""32"""
SLPRN_080MSTI03162,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_OSLP2855X01,j,13,7,,,import_item_hierarchy_middle_category_master,SLPRN_OSLP2855X01TZ33,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-item-hierarchy-middle-category-master -e OUTBOUND_ID=OSLP2855X01TZ33TKY -e BATCH_PROCESS_TARGET=""33"""
SLPRN_080MSTI03163,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_OSLP2855X01,j,19,7,,,import_item_hierarchy_middle_category_master,SLPRN_OSLP2855X01TZ92,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-item-hierarchy-middle-category-master -e OUTBOUND_ID=OSLP2855X01TZ92TKY -e BATCH_PROCESS_TARGET=""92"""
SLPRN_080MSTI031632,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_OSLP2855X01,j,25,7,,,import_item_hierarchy_middle_category_master,SLPRN_OSLP2855X01TZ93,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-item-hierarchy-middle-category-master -e OUTBOUND_ID=OSLP2855X01TZ93TKY -e BATCH_PROCESS_TARGET=""93"""
SLPRN_OSLP2855X01TZ32,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_OSLP2855X01,j,2,3,,,file_monitor dept_master,,,pajsm21,,,,,,,,,,,,,,,ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/wait-file.sh -f BIF/{year}{month}{day}/OSLP2855X01TZ32TKY/OSLP2855X01TZ32TKY_{year}{month}{day}-*.zip -t 3h
SLPRN_OSLP2855X01TZ33,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_OSLP2855X01,j,9,3,,,file_monitor dept_master,,,pajsm21,,,,,,,,,,,,,,,ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/wait-file.sh -f BIF/{year}{month}{day}/OSLP2855X01TZ33TKY/OSLP2855X01TZ33TKY_{year}{month}{day}-*.zip -t 5h
SLPRN_OSLP2855X01TZ92,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_OSLP2855X01,j,15,3,,,file_monitor dept_master,,,pajsm21,,,,,,,,,,,,,,,ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/wait-file.sh -f BIF/{year}{month}{day}/OSLP2855X01TZ92TKY/OSLP2855X01TZ92TKY_{year}{month}{day}-*.zip -t 4h
SLPRN_OSLP2855X01TZ93,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_OSLP2855X01,j,21,3,,,file_monitor dept_master,,,pajsm21,,,,,,,,,,,,,,,ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/wait-file.sh -f BIF/{year}{month}{day}/OSLP2855X01TZ93TKY/OSLP2855X01TZ93TKY_{year}{month}{day}-*.zip -t 4h
SLP01N_OSLP2856X01,/差分反映用_SLP/20250408/JP/SLP01N_00001,n,30,9,60,50,color_size_pattern_length_master,SLP01N_PARTION_ABOLISH,seq,pajsm21,しない,n,1,,y,,,,,,,,,,
SLPRN_080MSTI0306,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_OSLP2856X01,j,3,6,,,import_color_size_pattern_master,SLPRN_OSLP2856X01TZ32,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-color-size-pattern-master -e OUTBOUND_ID=OSLP2856X01TZ32TKY -e BATCH_PROCESS_TARGET=""32"""
SLPRN_080MSTI03062,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_OSLP2856X01,j,5,6,,,import_color_size_pattern_master,SLPRN_OSLP2856X01TZ33,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-color-size-pattern-master -e OUTBOUND_ID=OSLP2856X01TZ33TKY -e BATCH_PROCESS_TARGET=""33"""
SLPRN_080MSTI03063,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_OSLP2856X01,j,7,6,,,import_color_size_pattern_master,SLPRN_OSLP2856X01TZ92,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-color-size-pattern-master -e OUTBOUND_ID=OSLP2856X01TZ92TKY -e BATCH_PROCESS_TARGET=""92"""
SLPRN_080MSTI030632,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_OSLP2856X01,j,9,6,,,import_color_size_pattern_master,SLPRN_OSLP2856X01TZ93,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-color-size-pattern-master -e OUTBOUND_ID=OSLP2856X01TZ93TKY -e BATCH_PROCESS_TARGET=""93"""
SLPRN_OSLP2856X01TZ32,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_OSLP2856X01,j,3,2,,,file_monitor color_size_pattern_length_master,,,pajsm21,,,,,,,,,,,,,,,ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/wait-file.sh -f BIF/{year}{month}{day}/OSLP2856X01TZ32TKY/OSLP2856X01TZ32TKY_{year}{month}{day}-*.csv -t 8h
SLPRN_OSLP2856X01TZ33,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_OSLP2856X01,j,5,2,,,file_monitor color_size_pattern_length_master,,,pajsm21,,,,,,,,,,,,,,,ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/wait-file.sh -f BIF/{year}{month}{day}/OSLP2856X01TZ33TKY/OSLP2856X01TZ33TKY_{year}{month}{day}-*.csv -t 8h
SLPRN_OSLP2856X01TZ92,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_OSLP2856X01,j,7,2,,,file_monitor color_size_pattern_length_master,,,pajsm21,,,,,,,,,,,,,,,ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/wait-file.sh -f BIF/{year}{month}{day}/OSLP2856X01TZ92TKY/OSLP2856X01TZ92TKY_{year}{month}{day}-*.csv -t 8h
SLPRN_OSLP2856X01TZ93,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_OSLP2856X01,j,9,2,,,file_monitor color_size_pattern_length_master,,,pajsm21,,,,,,,,,,,,,,,ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/wait-file.sh -f BIF/{year}{month}{day}/OSLP2856X01TZ93TKY/OSLP2856X01TZ93TKY_{year}{month}{day}-*.csv -t 8h
SLP01N_OSLP2863X01,/差分反映用_SLP/20250408/JP/SLP01N_00001,n,14,9,60,50,item_master,SLP01N_PARTION_ABOLISH,seq,pajsm21,しない,n,1,,y,,,,,,,,,,
SLPRN_080MSTI0303,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_OSLP2863X01,j,3,5,,,import_item_master,SLPRN_OSLP2863X01BU01,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-item-master -e BATCH_PROCESS_TARGET=""1/01"" -e OUTBOUND_ID=OSLP2863X01BU01"
SLPRN_080MSTI03032,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_OSLP2863X01,j,5,5,,,import_item_master,SLPRN_OSLP2863X01BU05,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-item-master -e BATCH_PROCESS_TARGET=""5/05"" -e OUTBOUND_ID=OSLP2863X01BU05"
SLPRN_080MSTI03033,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_OSLP2863X01,j,7,5,,,import_item_master,SLPRN_OSLP2863X01BU06,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-item-master -e BATCH_PROCESS_TARGET=""6/06,6/26"" -e OUTBOUND_ID=OSLP2863X01BU06"
SLPRN_080MSTI03034,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_OSLP2863X01,j,9,5,,,import_item_master,SLPRN_OSLP2863X01BU10,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-item-master -e BATCH_PROCESS_TARGET=""10/10"" -e OUTBOUND_ID=OSLP2863X01BU10"
SLPRN_080MSTI03035,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_OSLP2863X01,j,11,5,,,import_item_master,SLPRN_OSLP2863X01BU62,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-item-master -e BATCH_PROCESS_TARGET=""62/10"" -e OUTBOUND_ID=OSLP2863X01BU62"
SLPRN_080MSTI03036,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_OSLP2863X01,j,13,5,,,import_item_master,SLPRN_OSLP0018E04BU63,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-item-master -e BATCH_PROCESS_TARGET=""63/06"" -e OUTBOUND_ID=OSLP2863X01BU63"
SLPRN_080MSTI03037,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_OSLP2863X01,j,15,5,,,import_item_master,SLPRN_OSLP2863X01BU60,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-item-master -e BATCH_PROCESS_TARGET=""60/01"" -e OUTBOUND_ID=OSLP2863X01BU60"
SLPRN_OSLP0018E04BU63,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_OSLP2863X01,j,13,2,,,file_monitor gdh_item_master,,,pajsm21,,,,,,,,,,,,,,,ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/wait-file.sh -f BIF/{year}{month}{day}/OSLP2863X01BU63/OSLP2863X01BU63_{year}{month}{day}-*.csv -t 8h
SLPRN_OSLP2863X01BU01,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_OSLP2863X01,j,3,2,,,file_monitor gdh_item_master,,,pajsm21,,,,,,,,,,,,,,,ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/wait-file.sh -f BIF/{year}{month}{day}/OSLP2863X01BU01/OSLP2863X01BU01_{year}{month}{day}-*.csv -t 8h
SLPRN_OSLP2863X01BU05,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_OSLP2863X01,j,5,2,,,file_monitor gdh_item_master,,,pajsm21,,,,,,,,,,,,,,,ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/wait-file.sh -f BIF/{year}{month}{day}/OSLP2863X01BU05/OSLP2863X01BU05_{year}{month}{day}-*.csv -t 8h
SLPRN_OSLP2863X01BU06,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_OSLP2863X01,j,7,2,,,file_monitor gdh_item_master,,,pajsm21,,,,,,,,,,,,,,,ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/wait-file.sh -f BIF/{year}{month}{day}/OSLP2863X01BU06/OSLP2863X01BU06_{year}{month}{day}-*.csv -t 8h
SLPRN_OSLP2863X01BU10,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_OSLP2863X01,j,9,2,,,file_monitor gdh_item_master,,,pajsm21,,,,,,,,,,,,,,,ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/wait-file.sh -f BIF/{year}{month}{day}/OSLP2863X01BU10/OSLP2863X01BU10_{year}{month}{day}-*.csv -t 8h
SLPRN_OSLP2863X01BU60,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_OSLP2863X01,j,15,2,,,file_monitor gdh_item_master,,,pajsm21,,,,,,,,,,,,,,,ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/wait-file.sh -f BIF/{year}{month}{day}/OSLP2863X01BU60/OSLP2863X01BU60_{year}{month}{day}-*.csv -t 8h
SLPRN_OSLP2863X01BU62,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_OSLP2863X01,j,11,2,,,file_monitor gdh_item_master,,,pajsm21,,,,,,,,,,,,,,,ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/wait-file.sh -f BIF/{year}{month}{day}/OSLP2863X01BU62/OSLP2863X01BU62_{year}{month}{day}-*.csv -t 8h
SLP01N_OSLP2864X01,/差分反映用_SLP/20250408/JP/SLP01N_00001,n,12,9,60,50,packaged_item,SLP01N_PARTION_ABOLISH,seq,pajsm21,しない,n,1,,y,,,,,,,,,,
SLPRN_080MSTI0307,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_OSLP2864X01,j,3,6,,,import_packaged_item,SLPRN_OSLP2864X01BU01,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-packaged-item -e BATCH_PROCESS_TARGET=""1"" -e OUTBOUND_ID=OSLP2864X01BU01"
SLPRN_080MSTI03072,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_OSLP2864X01,j,5,6,,,import_packaged_item,SLPRN_OSLP2864X01BU05,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-packaged-item -e BATCH_PROCESS_TARGET=""5"" -e OUTBOUND_ID=OSLP2864X01BU05"
SLPRN_080MSTI03073,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_OSLP2864X01,j,7,6,,,import_packaged_item,SLPRN_OSLP2864X01BU06,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-packaged-item -e BATCH_PROCESS_TARGET=""6"" -e OUTBOUND_ID=OSLP2864X01BU06"
SLPRN_080MSTI03074,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_OSLP2864X01,j,9,6,,,import_packaged_item,SLPRN_OSLP2864X01BU10,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-packaged-item -e BATCH_PROCESS_TARGET=""10"" -e OUTBOUND_ID=OSLP2864X01BU10"
SLPRN_080MSTI03075,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_OSLP2864X01,j,11,6,,,import_packaged_item,SLPRN_OSLP0202E01BU62,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-packaged-item -e BATCH_PROCESS_TARGET=""62"" -e OUTBOUND_ID=OSLP2864X01BU62"
SLPRN_080MSTI03076,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_OSLP2864X01,j,13,6,,,import_packaged_item,SLPRN_OSLP2864X01BU63,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-packaged-item -e BATCH_PROCESS_TARGET=""63"" -e OUTBOUND_ID=OSLP2864X01BU63"
SLPRN_080MSTI03077,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_OSLP2864X01,j,15,6,,,import_packaged_item,SLPRN_OSLP2864X01BU60,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-packaged-item -e BATCH_PROCESS_TARGET=""60"" -e OUTBOUND_ID=OSLP2864X01BU60"
SLPRN_OSLP0202E01BU62,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_OSLP2864X01,j,11,3,,,file_monitor set_breakdown_master,,,pajsm21,,,,,,,,,,,,,,,ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/wait-file.sh -f BIF/{year}{month}{day}/OSLP2864X01BU62/OSLP2864X01BU62_{year}{month}{day}-*.csv -t 8h
SLPRN_OSLP2864X01BU01,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_OSLP2864X01,j,3,3,,,file_monitor set_breakdown_master,,,pajsm21,,,,,,,,,,,,,,,ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/wait-file.sh -f BIF/{year}{month}{day}/OSLP2864X01BU01/OSLP2864X01BU01_{year}{month}{day}-*.csv -t 8h
SLPRN_OSLP2864X01BU05,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_OSLP2864X01,j,5,3,,,file_monitor set_breakdown_master,,,pajsm21,,,,,,,,,,,,,,,ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/wait-file.sh -f BIF/{year}{month}{day}/OSLP2864X01BU05/OSLP2864X01BU05_{year}{month}{day}-*.csv -t 8h
SLPRN_OSLP2864X01BU06,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_OSLP2864X01,j,7,3,,,file_monitor set_breakdown_master,,,pajsm21,,,,,,,,,,,,,,,ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/wait-file.sh -f BIF/{year}{month}{day}/OSLP2864X01BU06/OSLP2864X01BU06_{year}{month}{day}-*.csv -t 8h
SLPRN_OSLP2864X01BU10,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_OSLP2864X01,j,9,3,,,file_monitor set_breakdown_master,,,pajsm21,,,,,,,,,,,,,,,ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/wait-file.sh -f BIF/{year}{month}{day}/OSLP2864X01BU10/OSLP2864X01BU10_{year}{month}{day}-*.csv -t 8h
